action,dataset,predicate,llm,deepseek-chat,deepseek-r1:70b,deepseek-reasoner,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,grok-3-mini,llama3.1:8b,o3,deepseek-r1:1.5b,gpt-oss:20b,llama3.3:70b
fixing,synthetic,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,
fixing,synthetic,?A1>A4,gpt-4o,0.9648,,0.0053,0.7256,0.6128,0.0133,0.7461,0.7461,0.0,1.0,0.9922,0.5,0.9102,0.9922,0.0,0.8281,0.5,0.0577,
fixing,synthetic,?A1>A4,gpt-5,0.5,,0.0,0.1094,0.0312,0.0001,0.1094,0.0625,0.0,0.0625,1.0,0.0352,0.3125,0.75,0.0,0.1875,0.5,0.0001,
fixing,synthetic,?A1>A4,gpt-5-mini,0.9805,,0.0085,0.8281,0.7256,0.0262,0.8281,0.8062,0.0,0.7256,0.9961,1.0,0.9453,0.9961,0.0,0.8867,0.5,0.0946,
fixing,synthetic,?A1>A4,gpt-5-nano,0.8125,,0.0004,0.3633,0.2539,0.0007,0.3633,0.3633,0.0,0.2539,0.9375,0.1719,1.0,0.9375,0.0,0.5,0.5,0.0064,
fixing,synthetic,?A1>A4,gpt-oss:20b,0.9997,,0.221,0.9904,0.9894,0.3506,0.9904,0.9963,0.0,0.9793,1.0,0.9608,0.9988,1.0,0.0,0.9962,0.5,1.0,
fixing,synthetic,?A1>A4,grok-3-mini,0.5,,0.0,0.1094,0.0312,0.0001,0.1094,0.1094,0.0,0.0625,0.75,0.0352,0.3125,1.0,0.0,0.1875,0.5,0.0005,
fixing,synthetic,?A1>A4,llama3.1:8b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A1>A4,o3,0.8906,,0.0004,0.5,0.377,0.0022,0.5,0.5,0.0,0.377,0.9688,0.2744,0.7734,0.9688,0.0,1.0,0.5,0.0154,
fixing,synthetic,?A3∅A4,deepseek-chat,1.0,,0.6367,0.9688,0.7734,0.7461,0.7734,0.0002,0.0,0.7461,0.0898,0.0002,0.0176,0.623,0.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,deepseek-r1:1.5b,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,deepseek-reasoner,0.6367,,1.0,0.9375,0.7461,0.7461,0.7461,0.0008,0.0,0.7461,0.1051,0.0005,0.0245,0.623,0.0,1.0,1.0,0.9844,
fixing,synthetic,?A3∅A4,gemini-2.0-flash,0.1875,,0.2266,1.0,0.3438,0.3438,0.3125,0.0,0.0,0.3438,0.0112,0.0,0.0009,0.2266,0.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,gemini-2.5-flash,0.5,,0.5,0.8906,1.0,0.6562,0.6367,0.0001,0.0,0.6367,0.0195,0.0001,0.0032,0.5,0.0,1.0,1.0,0.9688,
fixing,synthetic,?A3∅A4,gemini-2.5-pro,0.5,,0.5,0.8906,0.6562,1.0,0.6562,0.0001,0.0,0.6367,0.0327,0.0001,0.0065,0.5,0.0,1.0,1.0,0.9688,
fixing,synthetic,?A3∅A4,gpt-4.1-2025-04-14,0.5,,0.5,0.9375,0.6367,0.6562,1.0,0.0001,0.0,0.6562,0.0327,0.0,0.0065,0.5,0.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,gpt-4.1-mini-2025-04-14,1.0,,0.9999,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9822,0.5,0.939,0.9999,0.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8625,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,gpt-4o,0.5,,0.5,0.8906,0.6367,0.6367,0.6562,0.0,0.0,1.0,0.0592,0.0001,0.0154,0.5,0.0,1.0,1.0,0.9688,
fixing,synthetic,?A3∅A4,gpt-5,0.9713,,0.9616,0.9983,0.998,0.9941,0.9941,0.0436,0.0,0.9824,1.0,0.0064,0.2905,0.9807,0.0,1.0,1.0,0.9998,
fixing,synthetic,?A3∅A4,gpt-5-mini,1.0,,0.9999,1.0,1.0,1.0,1.0,0.6494,0.0,1.0,0.9988,1.0,0.9935,1.0,0.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,gpt-5-nano,0.9963,,0.9936,0.9999,0.9998,0.9991,0.9991,0.1239,0.0,0.9962,0.8666,0.0287,1.0,0.9983,0.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,gpt-oss:20b,0.0625,,0.1094,0.5,0.1875,0.1875,0.125,0.0,0.0,0.1875,0.0032,0.0,0.0005,0.1094,0.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,grok-3-mini,0.623,,0.623,0.9375,0.7734,0.7461,0.7734,0.0004,0.0,0.7734,0.073,0.0002,0.0112,1.0,0.0,1.0,1.0,0.9844,
fixing,synthetic,?A3∅A4,llama3.1:8b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A3∅A4,o3,0.0312,,0.0312,0.25,0.0625,0.0625,0.0625,0.0,0.0,0.0625,0.0005,0.0,0.0001,0.0312,0.0,1.0,1.0,0.5,
fixing,synthetic,?A4=A1|3,deepseek-chat,1.0,,0.0002,0.8338,0.9534,0.0769,0.7383,0.0068,0.0,0.3506,0.7142,0.0662,0.1077,0.895,0.0,0.9993,1.0,0.2366,
fixing,synthetic,?A4=A1|3,deepseek-r1:1.5b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A4=A1|3,deepseek-reasoner,0.9999,,1.0,1.0,1.0,0.9733,1.0,0.9231,0.0,0.999,1.0,0.9822,0.9907,1.0,0.0,1.0,0.5,0.9967,
fixing,synthetic,?A4=A1|3,gemini-2.0-flash,0.3145,,0.0001,1.0,0.8811,0.0235,0.5,0.0011,0.0,0.1537,0.5,0.0175,0.0401,0.7383,0.0,0.9936,0.5,0.1077,
fixing,synthetic,?A4=A1|3,gemini-2.5-flash,0.105,,0.0,0.2403,1.0,0.0012,0.1917,0.0,0.0,0.0436,0.1334,0.0012,0.003,0.3953,0.0,0.9408,0.5,0.0113,
fixing,synthetic,?A4=A1|3,gemini-2.5-pro,0.9597,,0.0492,0.99,0.9997,1.0,0.9878,0.2757,0.0,0.9002,0.9878,0.5573,0.678,0.9983,0.0,1.0,0.5,0.8447,
fixing,synthetic,?A4=A1|3,gpt-4.1-2025-04-14,0.4159,,0.0001,0.6855,0.9054,0.0288,1.0,0.0012,0.0,0.1917,0.5881,0.0214,0.0378,0.8083,0.0,0.9962,0.5,0.1325,
fixing,synthetic,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.9977,,0.1341,0.9997,1.0,0.8144,0.9997,1.0,0.0,0.9878,0.9991,0.8316,0.9061,0.9999,0.0,1.0,0.5,0.9635,
fixing,synthetic,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,
fixing,synthetic,?A4=A1|3,gpt-4o,0.779,,0.0028,0.9242,0.9822,0.1684,0.9054,0.0288,0.0,1.0,0.8447,0.1856,0.2664,0.9564,0.0,0.9999,0.5,0.4357,
fixing,synthetic,?A4=A1|3,gpt-5,0.4253,,0.0001,0.6682,0.9539,0.0288,0.5881,0.003,0.0,0.2498,1.0,0.0145,0.032,0.8491,0.0,0.9962,0.5,0.1325,
fixing,synthetic,?A4=A1|3,gpt-5-mini,0.9674,,0.0362,0.9932,0.9997,0.5573,0.9919,0.2612,0.0,0.8837,0.9953,1.0,0.7294,0.9988,0.0,1.0,0.5,0.838,
fixing,synthetic,?A4=A1|3,gpt-5-nano,0.9449,,0.02,0.9825,0.9992,0.4388,0.9855,0.162,0.0,0.8256,0.9887,0.4194,1.0,0.9987,0.0,1.0,0.5,0.7502,
fixing,synthetic,?A4=A1|3,gpt-oss:20b,0.8595,,0.0077,0.9449,0.9967,0.2498,0.932,0.0717,0.0,0.6864,0.932,0.2557,0.3679,0.9786,0.0,0.9999,0.5,1.0,
fixing,synthetic,?A4=A1|3,grok-3-mini,0.2024,,0.0,0.4159,0.788,0.0053,0.3318,0.0003,0.0,0.0925,0.3036,0.0041,0.0053,1.0,0.0,0.9755,0.5,0.0494,
fixing,synthetic,?A4=A1|3,llama3.1:8b,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
fixing,synthetic,?A4=A1|3,o3,0.0038,,0.0,0.0245,0.1509,0.0,0.0154,0.0,0.0,0.0007,0.0154,0.0,0.0001,0.0717,0.0,1.0,0.5,0.0005,
wikidata,overall,?A1=A2,deepseek-chat,1.0,0.0,,0.1273,0.0482,0.0035,1.0,0.0,0.0451,1.0,1.0,1.0,1.0,0.4144,0.0,1.0,0.0,0.0,0.1263
wikidata,overall,?A1=A2,deepseek-r1:1.5b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A2,deepseek-r1:70b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A2,gemini-2.0-flash,0.8901,0.0,,1.0,0.3177,0.0627,1.0,0.0,0.2769,1.0,1.0,1.0,1.0,0.831,0.0,1.0,0.0,0.0005,0.3193
wikidata,overall,?A1=A2,gemini-2.5-flash,0.9599,0.0,,0.7124,1.0,0.1598,1.0,0.0,0.4666,1.0,1.0,1.0,1.0,0.9285,0.0,1.0,0.0,0.0024,0.4409
wikidata,overall,?A1=A2,gemini-2.5-pro,0.9973,0.0,,0.9474,0.8603,1.0,1.0,0.0007,0.8239,1.0,1.0,1.0,1.0,0.9947,0.0,1.0,0.0,0.038,0.6787
wikidata,overall,?A1=A2,gpt-4.1-2025-04-14,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1743,0.0,0.0,0.0
wikidata,overall,?A1=A2,gpt-4.1-mini-2025-04-14,1.0,0.0,,1.0,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9168,0.9873
wikidata,overall,?A1=A2,gpt-4.1-nano-2025-04-14,0.9622,0.0,,0.7507,0.5666,0.1988,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9381,0.0,1.0,0.0,0.004,0.4712
wikidata,overall,?A1=A2,gpt-4o,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A2,gpt-5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5726,0.1872,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A2,gpt-5-mini,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4635,1.0,0.1449,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A2,gpt-5-nano,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8357,0.8751,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A2,gpt-oss:20b,1.0,0.0,,0.9997,0.9982,0.9687,1.0,0.0978,0.9969,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9348
wikidata,overall,?A1=A2,grok-3-mini,0.619,0.0,,0.1918,0.084,0.0069,1.0,0.0,0.0727,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1608
wikidata,overall,?A1=A2,llama3.1:8b,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
wikidata,overall,?A1=A2,llama3.3:70b,0.9026,0.0,,0.7345,0.6168,0.3785,1.0,0.0186,0.5857,1.0,1.0,1.0,1.0,0.8737,0.0,1.0,0.0,0.0867,1.0
wikidata,overall,?A1=A2,o3,0.0,0.0,,0.0,0.0,0.0,0.8459,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0001
wikidata,overall,?A1=A3+A4,deepseek-chat,1.0,0.0,,0.0002,0.9169,0.9998,0.5195,0.0,0.0,1.0,1.0,1.0,1.0,0.9915,0.0,1.0,0.0,0.4605,0.0
wikidata,overall,?A1=A3+A4,deepseek-r1:1.5b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,deepseek-r1:70b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1=A3+A4,gemini-2.0-flash,0.9999,0.0,,1.0,1.0,1.0,0.9999,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9998,0.0003
wikidata,overall,?A1=A3+A4,gemini-2.5-flash,0.0993,0.0,,0.0,1.0,0.9899,0.1047,0.0,0.0,1.0,1.0,1.0,1.0,0.8593,0.0,0.9999,0.0,0.0795,0.0
wikidata,overall,?A1=A3+A4,gemini-2.5-pro,0.0002,0.0,,0.0,0.013,1.0,0.0002,0.0,0.0,1.0,1.0,1.0,1.0,0.1057,0.0,0.9044,0.0,0.0001,0.0
wikidata,overall,?A1=A3+A4,gpt-4.1-2025-04-14,0.5195,0.0,,0.0002,0.9118,0.9998,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9911,0.0,1.0,0.0,0.4605,0.0
wikidata,overall,?A1=A3+A4,gpt-4.1-mini-2025-04-14,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.2824,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6985
wikidata,overall,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,0.0,,1.0,1.0,1.0,1.0,0.7641,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8055
wikidata,overall,?A1=A3+A4,gpt-4o,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A3+A4,gpt-5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A3+A4,gpt-5-mini,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A3+A4,gpt-5-nano,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1=A3+A4,gpt-oss:20b,0.5786,0.0,,0.0003,0.9339,0.9999,0.5786,0.0,0.0,1.0,1.0,1.0,1.0,0.9949,0.0,1.0,0.0,1.0,0.0
wikidata,overall,?A1=A3+A4,grok-3-mini,0.011,0.0,,0.0,0.1637,0.9108,0.0115,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9954,0.0,0.0068,0.0
wikidata,overall,?A1=A3+A4,llama3.1:8b,1.0,0.0002,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0002,1.0,1.0
wikidata,overall,?A1=A3+A4,llama3.3:70b,1.0,0.0,,0.9999,1.0,1.0,1.0,0.3974,0.2693,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
wikidata,overall,?A1=A3+A4,o3,0.0,0.0,,0.0,0.0002,0.1124,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.006,0.0,1.0,0.0,0.0,0.0
wikidata,overall,?A1>A3,deepseek-chat,1.0,0.0,,0.0013,0.8769,0.0227,0.5161,0.0,0.0,1.0,1.0,1.0,1.0,0.6119,0.0,0.8717,0.0,0.0,0.0
wikidata,overall,?A1>A3,deepseek-r1:1.5b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,deepseek-r1:70b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A3,gemini-2.0-flash,0.999,0.0,,1.0,1.0,0.8459,0.999,0.0,0.0,1.0,1.0,1.0,1.0,0.9996,0.0,1.0,0.0,0.0361,0.0001
wikidata,overall,?A1>A3,gemini-2.5-flash,0.1408,0.0,,0.0,1.0,0.0007,0.1383,0.0,0.0,1.0,1.0,1.0,1.0,0.2054,0.0,0.5164,0.0,0.0,0.0
wikidata,overall,?A1>A3,gemini-2.5-pro,0.9813,0.0,,0.1743,0.9995,1.0,0.9835,0.0,0.0,1.0,1.0,1.0,1.0,0.9923,0.0,0.9995,0.0,0.0027,0.0
wikidata,overall,?A1>A3,gpt-4.1-2025-04-14,0.5161,0.0,,0.0013,0.8794,0.0201,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6138,0.0,0.8802,0.0,0.0,0.0
wikidata,overall,?A1>A3,gpt-4.1-mini-2025-04-14,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.9708,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9039
wikidata,overall,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,0.0,,1.0,1.0,1.0,1.0,0.0351,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5575
wikidata,overall,?A1>A3,gpt-4o,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4647,0.0237,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A3,gpt-5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5704,1.0,0.0282,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A3,gpt-5-mini,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9809,0.9773,1.0,0.0264,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A3,gpt-5-nano,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,1.0,0.9785,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A3,gpt-oss:20b,1.0,0.0,,0.97,1.0,0.9979,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0051
wikidata,overall,?A1>A3,grok-3-mini,0.4195,0.0,,0.0006,0.8173,0.0096,0.4182,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8197,0.0,0.0,0.0
wikidata,overall,?A1>A3,llama3.1:8b,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
wikidata,overall,?A1>A3,llama3.3:70b,1.0,0.0,,0.9999,1.0,1.0,1.0,0.1249,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9966,1.0
wikidata,overall,?A1>A3,o3,0.146,0.0,,0.0,0.5164,0.0006,0.1374,0.0,0.0,1.0,1.0,1.0,1.0,0.2029,0.0,1.0,0.0,0.0,0.0
wikidata,overall,?A1>A4,deepseek-chat,1.0,0.0,,0.0,0.4209,0.0,0.0,0.0,0.0501,1.0,1.0,1.0,1.0,0.0392,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A4,deepseek-r1:1.5b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A1>A4,deepseek-r1:70b,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,1.0,1.0
wikidata,overall,?A1>A4,gemini-2.0-flash,1.0,0.0,,1.0,0.9999,0.4211,0.5158,0.0,0.9917,1.0,1.0,1.0,1.0,0.9889,0.0,0.2474,0.0,0.0442,0.0
wikidata,overall,?A1>A4,gemini-2.5-flash,0.61,0.0,,0.0001,1.0,0.0,0.0001,0.0,0.0836,1.0,1.0,1.0,1.0,0.0605,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A4,gemini-2.5-pro,1.0,0.0,,0.6098,1.0,1.0,0.6117,0.0,0.9959,1.0,1.0,1.0,1.0,0.9951,0.0,0.3237,0.0,0.067,0.0
wikidata,overall,?A1>A4,gpt-4.1-2025-04-14,1.0,0.0,,0.5158,1.0,0.4197,1.0,0.0,0.9934,1.0,1.0,1.0,1.0,0.9909,0.0,0.2481,0.0,0.0427,0.0
wikidata,overall,?A1>A4,gpt-4.1-mini-2025-04-14,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.3
wikidata,overall,?A1>A4,gpt-4.1-nano-2025-04-14,0.9577,0.0,,0.0103,0.9279,0.0052,0.0082,0.0,1.0,1.0,1.0,1.0,1.0,0.468,0.0,0.001,0.0,0.0,0.0
wikidata,overall,?A1>A4,gpt-4o,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A4,gpt-5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3037,0.0188,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A4,gpt-5-mini,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7282,1.0,0.0528,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A4,gpt-5-nano,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9849,0.9565,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wikidata,overall,?A1>A4,gpt-oss:20b,1.0,0.0,,0.9626,1.0,0.9427,0.9639,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8656,0.0,1.0,0.0
wikidata,overall,?A1>A4,grok-3-mini,0.9672,0.0,,0.0136,0.9487,0.0062,0.0114,0.0,0.5639,1.0,1.0,1.0,1.0,1.0,0.0,0.0012,0.0,0.0,0.0
wikidata,overall,?A1>A4,llama3.1:8b,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
wikidata,overall,?A1>A4,llama3.3:70b,1.0,0.0,,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
wikidata,overall,?A1>A4,o3,1.0,0.0,,0.7773,1.0,0.7056,0.7765,0.0,0.9993,1.0,1.0,1.0,1.0,0.9991,0.0,1.0,0.0,0.1522,0.0
wikidata,overall,?A3∅A4,deepseek-chat,1.0,1.0,,0.3201,1.0,1.0,0.8991,1.0,1.0,0.0,0.9971,0.0,0.8018,1.0,1.0,1.0,1.0,1.0,0.0011
wikidata,overall,?A3∅A4,deepseek-r1:1.5b,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wikidata,overall,?A3∅A4,deepseek-r1:70b,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0002,1.0,0.0,0.0
wikidata,overall,?A3∅A4,gemini-2.0-flash,0.7096,1.0,,1.0,1.0,1.0,0.9664,1.0,1.0,0.0,0.9994,0.0001,0.9121,1.0,1.0,1.0,1.0,1.0,0.0034
wikidata,overall,?A3∅A4,gemini-2.5-flash,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8437,0.0,0.5992,1.0,0.2027,0.0
wikidata,overall,?A3∅A4,gemini-2.5-pro,0.0,1.0,,0.0,1.0,1.0,0.0,0.1753,0.8494,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
wikidata,overall,?A3∅A4,gpt-4.1-2025-04-14,0.1162,1.0,,0.0404,1.0,1.0,1.0,1.0,1.0,0.0,0.9444,0.0,0.3729,1.0,0.9981,1.0,1.0,1.0,0.0001
wikidata,overall,?A3∅A4,gpt-4.1-mini-2025-04-14,0.0,1.0,,0.0,1.0,0.8478,0.0,1.0,0.9858,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
wikidata,overall,?A3∅A4,gpt-4.1-nano-2025-04-14,0.0,1.0,,0.0,1.0,0.1737,0.0,0.0184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
wikidata,overall,?A3∅A4,gpt-4o,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A3∅A4,gpt-5,0.0036,1.0,,0.0008,1.0,1.0,0.0651,1.0,1.0,0.0,1.0,0.0,0.0196,1.0,0.8931,1.0,1.0,1.0,0.0
wikidata,overall,?A3∅A4,gpt-5-mini,1.0,1.0,,0.9999,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3185
wikidata,overall,?A3∅A4,gpt-5-nano,0.2204,1.0,,0.1013,1.0,1.0,0.6573,1.0,1.0,0.0,0.9842,0.0,1.0,1.0,0.999,1.0,1.0,1.0,0.0005
wikidata,overall,?A3∅A4,gpt-oss:20b,0.0,1.0,,0.0,0.8292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9705,0.0,0.8694,1.0,1.0,0.0
wikidata,overall,?A3∅A4,grok-3-mini,0.0,0.999,,0.0,0.1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2442,1.0,0.0387,0.0
wikidata,overall,?A3∅A4,llama3.1:8b,0.0,1.0,,0.0,1.0,1.0,0.0025,1.0,1.0,0.0,0.1224,0.0,0.0013,1.0,1.0,1.0,1.0,1.0,0.0
wikidata,overall,?A3∅A4,llama3.3:70b,0.9993,1.0,,0.9978,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.728,0.9997,1.0,1.0,1.0,1.0,1.0,1.0
wikidata,overall,?A3∅A4,o3,0.0,0.9999,,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936,0.0,1.0,1.0,0.1574,0.0
